participant_id,sub,cohort,task,excluded,exclusion_reason
sub-CC710494,CC710494,camcan,Movie,False,
sub-CC710518,CC710518,camcan,Movie,False,
sub-CC710548,CC710548,camcan,Movie,False,
sub-CC710551,CC710551,camcan,Movie,False,
sub-CC710566,CC710566,camcan,Movie,False,
sub-CC710591,CC710591,camcan,Movie,False,
sub-CC710664,CC710664,camcan,Movie,False,
sub-CC710679,CC710679,camcan,Movie,False,
sub-CC710858,CC710858,camcan,Movie,False,
sub-CC710982,CC710982,camcan,Movie,False,
sub-CC711027,CC711027,camcan,Movie,False,
sub-CC711035,CC711035,camcan,Movie,False,
sub-CC711128,CC711128,camcan,Movie,False,
sub-CC711158,CC711158,camcan,Movie,False,
sub-CC711244,CC711244,camcan,Movie,False,
sub-CC711245,CC711245,camcan,Movie,False,
sub-CC712027,CC712027,camcan,Movie,False,
sub-CC720023,CC720023,camcan,Movie,False,
sub-CC720071,CC720071,camcan,Movie,False,
sub-CC720103,CC720103,camcan,Movie,False,
sub-CC720119,CC720119,camcan,Movie,False,
sub-CC720180,CC720180,camcan,Movie,False,
sub-CC720188,CC720188,camcan,Movie,False,
sub-CC720238,CC720238,camcan,Movie,False,
sub-CC720290,CC720290,camcan,Movie,False,
sub-CC720304,CC720304,camcan,Movie,False,
sub-CC720329,CC720329,camcan,Movie,False,
sub-CC720358,CC720358,camcan,Movie,False,
sub-CC720400,CC720400,camcan,Movie,False,
sub-CC720407,CC720407,camcan,Movie,False,
sub-CC720497,CC720497,camcan,Movie,False,
sub-CC720511,CC720511,camcan,Movie,False,
sub-CC720516,CC720516,camcan,Movie,False,
sub-CC720622,CC720622,camcan,Movie,False,
sub-CC720646,CC720646,camcan,Movie,False,
sub-CC720670,CC720670,camcan,Movie,False,
sub-CC720685,CC720685,camcan,Movie,False,
sub-CC720941,CC720941,camcan,Movie,False,
sub-CC720986,CC720986,camcan,Movie,False,
sub-CC721052,CC721052,camcan,Movie,False,
sub-CC721107,CC721107,camcan,Movie,False,
sub-CC721114,CC721114,camcan,Movie,False,
sub-CC721224,CC721224,camcan,Movie,False,
sub-CC721291,CC721291,camcan,Movie,False,
sub-CC721292,CC721292,camcan,Movie,False,
sub-CC721374,CC721374,camcan,Movie,False,
sub-CC721377,CC721377,camcan,Movie,False,
sub-CC721392,CC721392,camcan,Movie,False,
sub-CC721418,CC721418,camcan,Movie,False,
sub-CC721434,CC721434,camcan,Movie,False,
sub-CC721504,CC721504,camcan,Movie,False,
sub-CC721519,CC721519,camcan,Movie,False,
sub-CC721532,CC721532,camcan,Movie,False,
sub-CC721585,CC721585,camcan,Movie,False,
sub-CC721618,CC721618,camcan,Movie,False,
sub-CC721648,CC721648,camcan,Movie,False,
sub-CC721704,CC721704,camcan,Movie,False,
sub-CC721707,CC721707,camcan,Movie,False,
sub-CC721729,CC721729,camcan,Movie,False,
sub-CC721888,CC721888,camcan,Movie,False,
sub-CC721891,CC721891,camcan,Movie,False,
sub-CC721894,CC721894,camcan,Movie,False,
sub-CC722216,CC722216,camcan,Movie,False,
sub-CC722421,CC722421,camcan,Movie,False,
sub-CC722536,CC722536,camcan,Movie,False,
sub-CC722542,CC722542,camcan,Movie,False,
sub-CC722651,CC722651,camcan,Movie,False,
sub-CC722891,CC722891,camcan,Movie,False,
sub-CC723197,CC723197,camcan,Movie,False,
sub-CC723395,CC723395,camcan,Movie,False,
